Title,Summary,Publication Date,Source,URL
Horrified Taylor Swift Realizes Football Happens Every Year,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/horrified-taylor-swift-realizes-football-happens-every-year/
Joey Chestnut Eats Entire Cast Of ‘Stranger Things’ In Under 10 Minutes,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/joey-chestnut-eats-entire-cast-of-stranger-things-in-under-10-minutes/
The Onion Reviews ‘The Fast And The Furious’,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/the-onion-reviews-the-fast-and-the-furious/
"Chappell Roan: We Hid In The Alley Behind Her Hotel, Knocked Out A Concierge On His Smoke Break, Stole His Uniform, Used It To Sneak Into The Kitchen, And Hid Inside Her Room Service Trolley, And She Was A Complete, Ungrateful Bitch About It",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/chappell-roan-we-hid-in-the-alley-behind-her-hotel-knocked-out-a-concierge-on-his-smoke-break-stole-his-uniform-used-it-to-sneak-into-the-kitchen-and-hid-inside-her-room-service-trolley-and-she/
Artist Profile: Sabrina Carpenter,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/artist-profile-sabrina-carpenter/
"Chappell Roan: We Hid In The Alley Behind Her Hotel, Knocked Out A Concierge On His Smoke Break, Stole His Uniform, Used It To Sneak Into The Kitchen, And Hid Inside Her Room Service Trolley, And She Was A Complete, Ungrateful Bitch About It",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/chappell-roan-we-hid-in-the-alley-behind-her-hotel-knocked-out-a-concierge-on-his-smoke-break-stole-his-uniform-used-it-to-sneak-into-the-kitchen-and-hid-inside-her-room-service-trolley-and-she/
Acts Of Profound And Unspeakable Evil Get A Bad Rap: Do They Really Deserve It?,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/acts-of-profound-and-unspeakable-evil-get-a-bad-rap-do-1851587488/
The Rise Of The Ethereal Specter Dad: Why More Fathers Are Choosing To Pass On And Watch Over Their Families From A Higher Astral Plane,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/the-rise-of-the-ethereal-specter-dad-why-more-fathers-1851550566/
Why Gen Z Is Obsessed With This Enchanting Woodwind Tune That Lures Them Into The Woods In The Dark Of Night,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/why-gen-z-is-obsessed-with-this-enchanting-woodwind-tun-1851293694/
He’s No Brad Pitt: Brad Pitt At 60,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/he-s-no-brad-pitt-brad-pitt-at-60-1851274548/
Could The Couch Kill The Chair Industry?,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/could-the-couch-kill-the-chair-industry-1851235108/
A Car Unlike Any You’ve Seen Before,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/a-car-unlike-any-you-ve-seen-before-1851174099/
"The Text Positivity Issue: Words Of All Sizes And Fonts, Completely Unedited",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/the-text-positivity-issue-words-of-all-sizes-and-fonts-1851156073/
Health Experts Recommend Doing Exact Opposite Of Whatever Simon Cowell Doing To His Body,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/health-experts-recommend-doing-exact-opposite-of-whatever-simon-cowell-doing-to-his-body/
Glen Powell Opens Up About Dangerous Stunt Work Filming With Sydney Sweeney’s Breasts,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/glen-powell-opens-up-about-dangerous-stunt-work-filming-with-sydney-sweeneys-breasts/
HGTV Not Fucking Around With Show Called ‘Straight White Gentrifiers’,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/hgtv-not-fucking-around-with-show-called-straight-white-gentrifiers/
The Onion’s Exclusive Interview With Blake Lively And Ryan Reynolds,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/the-onion-s-exclusive-interview-with-blake-lively-and-r-1851615998rev1723128943516/
R. Kelly Petitions Supreme Court To Watch Him Pee,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/r-kelly-petitions-supreme-court-to-watch-him-pee-1851619802rev1723482404693/
Artist Profile: Charli XCX,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/artist-profile-charli-xcx-1851612287/
"Steven Spielberg Apologizes For Removing Kiss Between E.T., Elliott",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/steven-spielberg-apologizes-for-removing-kiss-between-e-1851605769/
New Season Of ‘Naked And Afraid’ Shot Within Last 3-Square-Foot Patch Of Nature,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/new-season-of-naked-and-afraid-shot-within-last-3-squ-1851601261/
Message Hidden Backward In Black Sabbath Album Wishes Everyone A Good Time Listening To Rock And Roll,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/message-hidden-backward-in-black-sabbath-album-wishes-e-1851602028/
Report: 78% Of Americans Too Distracted By Politics To Appreciate The Summer Glen Powell Is Having,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/report-78-of-americans-too-distracted-by-politics-to-1851601554/
Artist Profile: Chappell Roan,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/artist-profile-chappell-roan-1851600363/
Acts Of Profound And Unspeakable Evil Get A Bad Rap: Do They Really Deserve It?,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/acts-of-profound-and-unspeakable-evil-get-a-bad-rap-do-1851587488/
